Year Phase,Typical Months,Role,Role Key,Workspace,Section,Feature,Feature Key,Data Scope,Tier,Built,Screen,When Used,Depends On,Feeds Into,Acts Before (role),Hands Off To (role),Approved By,Notifies,Handoff Chain,Also Held By,What The User Does
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Reconciliation,Payment Gateway Reconciliation,finance.reconciliation.payment_gateway_reconciliation,institution,advanced,yes,Payments,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Parent (pays),Accounts & Finance,,Parent (receipt),Parent pays -> receipt issued -> ledger and arrears updated,,"Upload gateway settlement reports to auto-reconcile pending, failed, or processing payments."
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Reconciliation,Reconciliation,finance.reconciliation.reconciliation,institution,advanced,yes,Payments,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance,Parent,Institution Admin,Parent on dues (fee),Structure -> invoice -> parent pays -> receipt -> arrears,,Reconcile payment gateway/bank collections and identify mismatches.
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Reconciliation,Student Bank Account Register,finance.reconciliation.student_bank_account_register,institution,core,yes,StudentBankAccounts,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance,Parent,Institution Admin,Parent on dues (fee),Structure -> invoice -> parent pays -> receipt -> arrears,,Maintain student bank account and IFSC details for scholarship and incentive direct benefit transfers.
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Student Dues,Automated Fee Reminders,finance.student_dues.automated_fee_reminders,institution,core,yes,FeeReminders,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,"Schedule automated WhatsApp, SMS, and app push reminders to parents of defaulter students."
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Student Dues,Cheque Bounce Fine Engine,finance.student_dues.cheque_bounce_fine_engine,institution,core,yes,PDCRegister,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance,Parent,Institution Admin,Parent on dues (fee),Structure -> invoice -> parent pays -> receipt -> arrears,,Automatically levy penalty charges to student ledger upon cheque dishonor notice.
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Student Dues,Defaulters & reminders,finance.student_dues.defaulters_reminders,institution,core,yes,Defaulters,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance,Parent,Institution Admin,Parent on dues (fee),Structure -> invoice -> parent pays -> receipt -> arrears,,Filter overdue balances and send configured reminders.
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Student Dues,Late Fine Rules Engine,finance.student_dues.late_fine_rules_engine,institution,core,yes,LateFineRules,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance,Parent,Institution Admin,Parent on dues (fee),Structure -> invoice -> parent pays -> receipt -> arrears,,"Configure daily, fixed, or percentage-based late fee fines with grace period thresholds."
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Student Dues,Post-Dated Cheques (PDC) Registry,finance.student_dues.post_dated_cheques_pdc_registry,institution,core,yes,PDCRegister,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance,Parent,Institution Admin,Parent on dues (fee),Structure -> invoice -> parent pays -> receipt -> arrears,,"Record PDC entries, track clearance dates, handle bank deposit slips, and log bounced cheques."
05 Fees,Apr-Mar,Accounts & Finance,finance,Fees,Student Dues,Student ledger,finance.student_dues.student_ledger,institution,core,yes,FeeCounter,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance,Parent,Institution Admin,Parent on dues (fee),Structure -> invoice -> parent pays -> receipt -> arrears,,"Single account view of charges, payments, credits, refunds and outstanding balance."
05 Fees,Apr-Mar,Institution Admin / Principal,institution_admin,Finance,Fees,Fee Regulatory Committee Filing,institution_admin.fees.fee_regulatory_committee_filing,institution,core,yes,FeeFiling,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,Prepare the fee structure justification and supporting accounts required by the state fee regulator.
05 Fees,Apr-Mar,Institution Admin / Principal,institution_admin,Finance,Fees,Fee overview,institution_admin.fees.fee_overview,institution,core,yes,FeeOverview,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,"Collection, outstanding, defaulters, discounts/scholarships summary; detailed accounting stays with Finance."
05 Fees,Apr-Mar,Institution Admin / Principal,institution_admin,Reports,Standard,Fee Collection Summaries,institution_admin.standard.fee_collection_summaries,institution,core,yes,CollectionSummaries,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,"View real-time fee collection breakdown by class, payment mode, and outstanding aging."
05 Fees,Apr-Mar,Parent / Guardian,parent,Transport,Alerts & Preferences,Real-time School Bus Live Video Feed Access,parent.alerts_preferences.real_time_school_bus_live_video_feed_access,children,optional,no,,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,Permit authorized parents to view 15-second live video camera check-ins of child's bus during transit.
05 Fees,Apr-Mar,Parent / Guardian,parent,Fees,Fees,Child Daily Cafeteria Purchase Timeline,parent.fees.child_daily_cafeteria_purchase_timeline,children,optional,yes,Cafeteria,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,"View exact timestamped items, prices, and nutritional content bought by child in canteen."
05 Fees,Apr-Mar,Parent / Guardian,parent,Fees,Fees,Digital Fee Receipt PDF Download,parent.fees.digital_fee_receipt_pdf_download,children,core,yes,Receipts,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,Download official stamped PDF fee receipts directly to parent smartphone storage.
05 Fees,Apr-Mar,Parent / Guardian,parent,Fees,Fees,Fees & payments,parent.fees.fees_payments,children,core,yes,Fees,Invoices raised in April and per term; collection and arrears chased monthly,"Enrolment, and the fee structure published for the year","Collection reports, arrears chasing, the TC dues gate, statutory returns",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,"Dues, installments, online payment, payment history and receipts."
